signal_date,gross_return,trade_value,one_way_turnover,transaction_cost,net_return
2016-01-29,0.040385631294200204,0.9999999999999999,0.49999999999999994,0.0009999999999999998,0.03934524566290598
2016-02-29,0.11564472692946154,0.7830300120967428,0.3915150060483714,0.0007830300120967429,0.11477114362543839
2016-03-31,0.01595821191497682,0.834083218268355,0.4170416091341775,0.000834083218268355,0.015110818219956634
2016-04-29,-0.02623589629188116,1.0797794968497025,0.5398897484248513,0.0010797794968497026,-0.027287346805833446
2016-05-31,0.010611753209456329,1.2126197792728632,0.6063098896364316,0.0012126197792728633,0.009386265408348748
2016-06-30,-0.03449809756417757,0.7790598223586763,0.38952991117933816,0.0007790598223586763,-0.03525028130477614
2016-07-29,0.04109175063222858,0.9847001511618741,0.4923500755809371,0.000984700151161874,0.040066587428007505
2016-08-31,0.015620430128642272,1.3015156950544087,0.6507578475272043,0.0013015156950544086,0.014298584198611852
2016-09-30,0.0015341443808649159,1.072261323880434,0.536130661940217,0.0010722613238804339,0.0004602380532996442
2016-10-31,0.013071980401703404,0.9490920760164998,0.4745460380082499,0.0009490920760164999,0.012110481812669827
2016-11-30,-0.030974019614969393,1.064423018808151,0.5322115094040755,0.0010644230188081509,-0.03200547317431435
2016-12-30,-0.01147409082714853,0.9705983395474606,0.4852991697737303,0.0009705983395474606,-0.012433552433191442
2017-01-26,0.06555368345288212,0.7496899984902291,0.37484499924511455,0.0007496899984902291,0.06475484851354296
2017-02-28,0.005603067282474826,0.5876918531743097,0.29384592658715486,0.0005876918531743097,0.0050120825523056745
2017-03-31,-0.025256759785314914,0.9714122783383372,0.4857061391691686,0.0009714122783383372,-0.02620363733708675
2017-04-28,-0.07111120322090221,0.9301350957285042,0.4650675478642521,0.0009301350957285042,-0.07197519529081553
2017-05-31,0.07582267016574792,0.7715867296803159,0.38579336484015797,0.000771586729680316,0.07499257966995865
2017-06-30,0.010233358618172903,0.7794195621396763,0.38970978106983817,0.0007794195621396763,0.009445962976139866
2017-07-31,0.05116895907399678,1.267052035841381,0.6335260179206905,0.0012670520358413811,0.04983707330438869
2017-08-31,0.01652566572962563,0.7329855849800071,0.36649279249000355,0.0007329855849800072,0.0157805670698834
2017-09-29,-0.03238047256271033,0.9110086593786376,0.4555043296893188,0.0009110086593786377,-0.0332619823311896
2017-10-31,-0.022777211475260694,0.9996436578972229,0.49982182894861144,0.000999643657897223,-0.02375408603816198
2017-11-30,0.014015696670823162,0.7881764968975813,0.39408824844879065,0.0007881764968975813,0.013216473331222112
2017-12-29,-0.04640584765211912,0.8763161008501682,0.4381580504250841,0.0008763161008501682,-0.04724149756149809
2018-01-31,0.023357676196904903,0.9464742930314002,0.4732371465157001,0.0009464742930314002,0.022389094463808323
2018-02-28,-0.011127491217801709,0.7553390107306845,0.3776695053653423,0.0007553390107306845,-0.011874425200324001
2018-03-30,-0.04396866113246059,0.9340023033344463,0.46700115166722317,0.0009340023033344464,-0.04486159660502276
2018-04-27,-0.034591242405621926,1.0592437280721292,0.5296218640360646,0.0010592437280721291,-0.035613845577129655
2018-05-31,-0.06686821254415135,0.9597524364814851,0.47987621824074256,0.0009597524364814851,-0.06776378805072036
2018-06-29,-0.009425567965013674,1.033469530180328,0.516734765090164,0.001033469530180328,-0.010449296457897606
2018-07-31,-0.02288638299097076,0.8481586086958044,0.4240793043479022,0.0008481586086958044,-0.02371513031691086
2018-08-31,-0.05486966637723899,0.9104716220103579,0.45523581100517896,0.000910471622010358,-0.05573018072510372
2018-09-28,-0.0540864575868665,1.0578616032509707,0.5289308016254853,0.0010578616032509707,-0.055087103203380394
2018-10-31,0.039450878396998436,0.9467555634241432,0.4733777817120716,0.0009467555634241432,0.03846677249496988
2018-11-30,-0.07189449396639525,1.0654796451679933,0.5327398225839967,0.0010654796451679933,-0.07288337149164237
2018-12-28,0.05646382032414175,1.0145684948388816,0.5072842474194408,0.0010145684948388817,0.055391965416103695
2019-01-31,0.166412655839442,0.9571823743940774,0.4785911871970387,0.0009571823743940774,0.16529618620400233
2019-02-28,0.14911519203867396,0.9188257946773319,0.45941289733866597,0.0009188257946773319,0.14805935535917336
2019-03-29,-0.1625237752787348,1.059878999924659,0.5299394999623295,0.001059878999924659,-0.16341139874225297
2019-04-30,-0.008006606827385972,0.7583724986170057,0.37918624930850287,0.0007583724986170058,-0.008758907335577826
2019-05-31,0.039691160026915556,1.079022163472664,0.539511081736332,0.001079022163472664,0.0385693102220801
2019-06-28,-0.049953742705350496,1.0764617920724695,0.5382308960362348,0.0010764617920724696,-0.05097643120202955
2019-07-31,0.06675758898133975,1.0754167130821337,0.5377083565410669,0.0010754167130821338,0.0656103800413419
2019-08-30,-0.02087826516657126,1.0399640262930925,0.5199820131465462,0.0010399640262930925,-0.021896516548159717
2019-09-30,-0.0058230325564606255,0.8309925160904064,0.4154962580452032,0.0008309925160904064,-0.006649186176075683
2019-10-31,-0.022685195305252925,0.9249431648035265,0.4624715824017632,0.0009249431648035265,-0.02358915595371658
2019-11-29,0.12462800637087348,1.1432658695571165,0.5716329347785583,0.0011432658695571165,0.12334225755524164
2019-12-31,-0.07593944471397712,0.8068070576982773,0.40340352884913866,0.0008068070576982774,-0.07668498329172257
2020-01-23,0.18305588691488958,0.7927831221235134,0.3963915610617567,0.0007927831221235135,0.18211798017521463
2020-02-28,-0.17102350560779914,0.8766164284006268,0.4383082142003134,0.0008766164284006268,-0.1717502000215413
2020-03-31,0.11551907546012305,1.0079258362401773,0.5039629181200886,0.0010079258362401774,0.1143947149631479
2020-04-30,0.029212749760884348,0.9282153009396017,0.46410765046980085,0.0009282153009396017,0.028257418738634188
2020-05-29,0.06825482422356396,0.950629553230689,0.4753147766153445,0.000950629553230689,0.06723930961727564
2020-06-30,0.17082597102777622,1.067361196706555,0.5336805983532775,0.001067361196706555,0.16957627681820475
2020-07-31,-0.0008692259820552292,0.9561243441389697,0.47806217206948487,0.0009561243441389697,-0.001824519238072142
2020-08-31,-0.044830404811288825,0.7826773694418431,0.39133868472092154,0.0007826773694418431,-0.04557799443742194
2020-09-30,0.005902222905053843,0.9125391855304222,0.4562695927652111,0.0009125391855304223,0.004984297709840657
2020-10-30,0.03896268668255419,0.6971100374946901,0.34855501874734507,0.0006971100374946901,0.03823841536508521
2020-11-30,0.030602209282468824,1.0160906446003808,0.5080453223001904,0.0010160906446003808,0.029555024019312537
2020-12-31,0.014126075583576113,0.9018989454112118,0.4509494727056059,0.0009018989454112118,0.013211436345493155
2021-01-29,-0.0018018224235466897,0.8495902966369515,0.42479514831847576,0.0008495902966369515,-0.002649881909336349
2021-02-26,-0.05468272917942102,0.6406901478694919,0.3203450739347459,0.0006406901478694919,-0.055288384641446586
2021-03-31,0.03806990030053688,1.231587614802775,0.6157938074013874,0.001231587614802775,0.036791426268027116
2021-04-30,0.03058480331351765,1.0551540606444987,0.5275770303222493,0.0010551540606444987,0.029497377573462824
2021-05-31,0.0064813426111658985,0.9105547700943053,0.45527738504715265,0.0009105547700943053,0.005564886223640375
2021-06-30,0.05691629379400035,1.1362655635340557,0.5681327817670279,0.0011362655635340558,0.05571535620582413
2021-07-30,0.07727051788718625,0.8873446522906219,0.44367232614531094,0.0008873446522906219,0.07631460765406861
2021-08-31,-0.05544879537247257,0.8788434325055238,0.4394217162527619,0.0008788434325055238,-0.056278907995324756
2021-09-30,-0.02811722221961949,0.9359472291865079,0.46797361459325393,0.0009359472291865079,-0.029026853212577253
2021-10-29,0.021182566190755064,0.7286972945599484,0.3643486472799742,0.0007286972945599484,0.020438433217520036
2021-11-30,0.026910054859995827,1.1402794034734913,0.5701397017367457,0.0011402794034734913,0.025739090475219273
2021-12-31,-0.1293181500146086,0.9918077469085701,0.49590387345428505,0.00099180774690857,-0.13018169901851673
2022-01-28,0.021486230851579254,1.3314917553819683,0.6657458776909841,0.0013314917553819683,0.0201261303569642
2022-02-28,0.007638320914034446,0.8659282450017443,0.43296412250087213,0.0008659282450017442,0.0067657784312089575
2022-03-31,-0.07400850444096452,0.9311362860448347,0.46556814302241734,0.0009311362860448347,-0.07487072872304845
2022-04-29,0.03367323123407213,0.8164666836272413,0.40823334181362064,0.0008164666836272413,0.032829271479012156
2022-05-31,0.02806990644530455,0.749804794718284,0.374902397359142,0.000749804794718284,0.027299054700146153
2022-06-30,0.01223141337294652,1.3174676122012623,0.6587338061006311,0.0013174676122012622,0.010897831269774727
2022-07-29,-0.0832098036658876,1.0135580232900228,0.5067790116450114,0.0010135580232900228,-0.08413902372505566
2022-08-31,-0.0823977544374849,1.0229362862400566,0.5114681431200283,0.0010229362862400567,-0.08333640307080614
2022-09-30,0.0332476673424286,0.9260372696282886,0.4630186348141443,0.0009260372696282886,0.032290841493713085
2022-10-31,0.029424285488361287,0.8887360801655324,0.4443680400827662,0.0008887360801655324,0.02850939898404925
2022-11-30,-0.03395182123970746,0.8964870141195187,0.44824350705975935,0.0008964870141195188,-0.03481787088697974
2022-12-30,0.054385043786625106,1.0685325019042673,0.5342662509521336,0.0010685325019042674,0.053258399097817266
2023-01-31,0.011355149425589395,1.0251549219385823,0.5125774609692911,0.0010251549219385822,0.010318353716327833
2023-02-28,0.05842416251058033,1.060501401292109,0.5302507006460545,0.001060501401292109,0.0573017022030764
2023-03-31,-0.027648270116082764,1.187836672802931,0.5939183364014655,0.001187836672802931,-0.028803265159702218
2023-04-28,-0.016629739441825626,0.9556103025085726,0.4778051512542863,0.0009556103025085726,-0.01756945819399558
2023-05-31,-0.021505036297523955,0.7508045973700526,0.3754022986850263,0.0007508045973700526,-0.02223969481477528
2023-06-30,-0.021516008913897017,0.9286607474799817,0.46433037373999086,0.0009286607474799818,-0.022424688588456254
2023-07-31,-0.03919733357421293,1.2200140736282679,0.6100070368141339,0.001220014073628268,-0.040369526349231966
2023-08-31,-0.02741453005087511,1.314719084431104,0.657359542215552,0.001314719084431104,-0.028693206729457632
2023-09-28,-0.023610277836353298,0.8227526642733705,0.41137633213668523,0.0008227526642733705,-0.024413605081632483
2023-10-31,0.007876572294772892,1.0396063782702172,0.5198031891351086,0.0010396063782702172,0.006828777381706175
2023-11-30,-0.03256590140666824,1.1578785066650665,0.5789392533325333,0.0011578785066650667,-0.03368607255604439
2023-12-29,-0.15880022582819894,0.960299103335155,0.4801495516675775,0.0009602991033351551,-0.15960802921706185
2024-01-31,0.12864954925382652,1.1935699721362827,0.5967849860681413,0.0011935699721362827,0.12730242704277184
2024-02-29,0.028525201641633965,0.5009458744230423,0.25047293721152114,0.0005009458744230423,0.028009966185131407
2024-03-29,0.04157202011854179,0.7598778596083765,0.37993892980418825,0.0007598778596083765,0.04078055260126612
2024-04-30,-0.036944188219722646,0.825441280510052,0.412720640255026,0.0008254412805100519,-0.03773913424220132
2024-05-31,-0.014271634581455226,0.739162145480032,0.369581072740016,0.000739162145480032,-0.015000247674898382
2024-06-28,-0.061304914692945474,0.9378331475305507,0.46891657376527535,0.0009378331475305507,-0.06218525405937059
2024-07-31,-0.07642988441994575,1.075810496261377,0.5379052481306885,0.001075810496261377,-0.07742347084432011
2024-08-30,0.31019140688729213,1.1542851545508197,0.5771425772754099,0.0011542851545508197,0.3086790723967021
2024-09-30,-0.03171282080882277,1.127786912497736,0.563893456248868,0.001127786912497736,-0.03280484241705395
2024-10-31,0.03390786486057515,1.1621840896875377,0.5810920448437689,0.0011621840896875377,0.03270627358983136
2024-11-29,-0.11343259265598069,0.8686131186570936,0.4343065593285468,0.0008686131186570935,-0.11420267673657347
2024-12-31,0.028343882690820138,1.1205535525104913,0.5602767762552456,0.0011205535525104914,0.027191568299868685
2025-01-27,0.07617379913035444,0.9788234124073609,0.48941170620368046,0.0009788234124073608,0.07512041501994626
2025-02-28,-0.02355886078889351,0.9230173736442888,0.4615086868221444,0.0009230173736442888,-0.024460132924726374
2025-03-31,-0.010241321820812681,0.8842819914814368,0.4421409957407184,0.0008842819914814369,-0.011116547595839021
2025-04-30,-0.006916711081303386,0.9158783600964859,0.45793918004824297,0.0009158783600964859,-0.007826254575397429
2025-05-30,0.023522481763448778,1.0857611627988435,0.5428805813994217,0.0010857611627988436,0.022411180803498576
2025-06-30,0.04115214388256749,1.052525018061367,0.5262625090306835,0.001052525018061367,0.04005630520352277
2025-07-31,0.1640995750956226,1.1708082696609114,0.5854041348304557,0.0011708082696609114,0.1627366376863919
2025-08-29,0.05692882035395934,0.8985569355546597,0.4492784677773298,0.0008985569355546597,0.05597910963204278
2025-09-30,-0.049658821979178154,0.9293437618876673,0.46467188094383366,0.0009293437618876673,-0.05054201562463678
2025-10-31,-0.026698625334131806,0.7178284596244078,0.3589142298122039,0.0007178284596244078,-0.0273972887606585
